sku,name,ratingValue,reviewCount,price,url
540620,"Riedel Vinum Cuvée Prestige Wine Glasses, Set of 2",,,65.00,https://www.crateandbarrel.com/riedel-vinum-cuvee-prestige-wine-glasses-set-of-2/s540620
289218,Babyletto Origami White Mini Crib,5,8,279.00,https://www.crateandbarrel.com/origami-mini-crib/s289218
254278,Cavett Leather Wood Frame Chair,4.5,214,1299.00,https://www.crateandbarrel.com/cavett-leather-chair/s254278
237020,Mercer Dinner Plate,4.6,578,5.95,https://www.crateandbarrel.com/mercer-dinner-plate/s237020
50267,Indoor/Outdoor Pillar Candles with Timer,4.2,141,10.95-32.95,https://www.crateandbarrel.com/outdoor-pillar-candles-with-timer/f50267
364076,MiiR 32-Oz. Home Wide-Mouth Water Bottle,4.9,342,39.95,https://www.crateandbarrel.com/miir-32-oz.-home-wide-mouth-water-bottle/s364076
365458,WeatherMAX Outdoor Cantilever Umbrella Cover by KoverRoos,5,9,149.00,https://www.crateandbarrel.com/weathermax-outdoor-cantilever-umbrella-cover-by-koverroos/s365458
441991,Laredo Brown Leather Counter Stool,4.5,31,399.00,https://www.crateandbarrel.com/laredo-brown-leather-counter-stool/s441991
94223,Ora Black Wire Lanterns,4.8,38,39.95-79.95,https://www.crateandbarrel.com/ora-black-wire-lanterns/f94223
1004034,Chesney Rosewood Linen Striped Tablecloths,,,89.95-109.95,https://www.crateandbarrel.com/chesney-rosewood-linen-striped-tablecloths/f1004034
221400,Marin Rosewood Linen Napkin,4.8,265,9.95,https://www.crateandbarrel.com/marin-rosewood-linen-napkin/s221400
165647,Dune Round Outdoor Dining Table with Pebbled Glass,4.1,103,1049.99,https://www.crateandbarrel.com/dune-round-outdoor-dining-table-with-pebbled-glass/s165647
1002210,Weston Grey Upholstered Bed,,,799.00-999.00,https://www.crateandbarrel.com/weston-grey-upholstered-bed/f1002210
351432,"Le Creuset ® Signature 9.5"" Marseille Square Grill Pan",,,99.95,https://www.crateandbarrel.com/le-creuset-signature-9.5-marseille-square-grill-pan/s351432
601073,KitchenAid ® Ceramic Matte Black Bowl,4.7,69,69.99,https://www.crateandbarrel.com/kitchenaid-ceramic-matte-black-bowl/s601073
227991,Mataro White Nightstand with Drawer,5,1,399.00,https://www.crateandbarrel.com/mataro-white-nightstand-with-drawer/s227991
1000671,Edge Drink Glasses,4.8,98,6.95-7.95,https://www.crateandbarrel.com/edge-drink-glasses/f1000671
141985,Marble Charger Plate,5,8,34.95,https://www.crateandbarrel.com/marble-charger-plate/s141985
341498,Jalapeño Meltaways,4.2,73,12.95,https://www.crateandbarrel.com/jalapeno-meltaways/s341498
233042,Paige White Bowl,3,1,5.95,https://www.crateandbarrel.com/paige-white-bowl/s233042
317183,Nespresso ® by Breville ® VertuoLine Chrome Coffee and Espresso Machine,4.9,60,207.95,https://www.crateandbarrel.com/nespresso-by-breville-vertuoline-chrome-coffee-and-espresso-machine/s317183
232697,Lina Matte Blue Stripe Dinner Plate,5,3,14.95,https://www.crateandbarrel.com/lina-matte-blue-stripe-dinner-plate/s232697
687761,"Shaillee Matte Black and White Mixing Bowls, Set of 2",4,10,19.99,https://www.crateandbarrel.com/shaillee-matte-black-and-white-mixing-bowls-set-of-2/s687761
434634,Mohave Wide Stripe 20x20 Indoor/Outdoor Pillow,4.8,81,55.95,https://www.crateandbarrel.com/mohave-wide-stripe-20x20-indoor-outdoor-pillow/s434634
682669,Notch Queen Sleeper Sofa,,,1899.00,https://www.crateandbarrel.com/notch-queen-sleeper-sofa/s682669
470877,Tate 9-Drawer Dresser,4.8,208,1499.00,https://www.crateandbarrel.com/tate-9-drawer-dresser/s470877
449191,Ever Simple White Small Kids Desk,4.5,2,299.00,https://www.crateandbarrel.com/ever-simple-white-small-kids-desk/s449191
154287,Clybourn Pickled Oak Executive Desk,,,2799.00,https://www.crateandbarrel.com/clybourn-pickled-oak-executive-desk/s154287
469207,Marin White Melamine Salad Plate,4.9,245,7.95,https://www.crateandbarrel.com/marin-white-melamine-salad-plate/s469207
310268,"Marin Brick Linen Napkins, Set of 8",4.8,265,71.95,https://www.crateandbarrel.com/marin-brick-linen-napkins-set-of-8/s310268
682975,Brushed Antique Bronze 5x7 Frame,4.9,55,29.95,https://www.crateandbarrel.com/brushed-antique-bronze-5x7-frame/s682975
488886,Abaco Outdoor Sofa with White Sand Sunbrella ® Cushions,3.5,42,1799.00,https://www.crateandbarrel.com/abaco-outdoor-sofa-with-white-sand-sunbrella-cushions/s488886
264483,Iona Mirror Salad Fork,,,5.95,https://www.crateandbarrel.com/iona-mirror-salad-fork/s264483
335242,Snowflake Wren Salad Plate,5,2,6.95,https://www.crateandbarrel.com/snowflake-wren-salad-plate/s335242
631008,Knox Nickel Industrial Media Console with 2 Tall Open Bookcases,,,3397.00,https://www.crateandbarrel.com/knox-nickel-industrial-media-console-with-2-tall-open-bookcases/s631008
292587,Tate Walnut Midcentury Sideboard,4.9,49,999.00,https://www.crateandbarrel.com/tate-walnut-midcentury-sideboard/s292587
490691,Adjustable Metal Bed Frame,4.6,8,99.95,https://www.crateandbarrel.com/adjustable-metal-bed-frame/s490691
176897,"Le Creuset ® Signature 10"" White Skillet",4.8,6,189.95,https://www.crateandbarrel.com/le-creuset-signature-10-white-skillet/s176897
670107,Morocco Graphite Outdoor Dining Chair,4.6,183,299.00,https://www.crateandbarrel.com/moroccodiningchair/s670107
537875,Gather Chaise,5,2,1399.00,https://www.crateandbarrel.com/gather-chaise/s537875
130016,Kinney Teak Outdoor Sofa with Cushion,4.4,21,1999.00,https://www.crateandbarrel.com/kinney-teak-outdoor-sofa-with-cushion/s130016
141610,"Aspen Mugs 11oz., Set of Eight",4.7,41,36.95,https://www.crateandbarrel.com/aspen-mugs-11oz.-set-of-eight/s141610
157858,Oxford Black Small Storage Desk,4,10,699.00,https://www.crateandbarrel.com/oxford-black-small-storage-desk/s157858
556434,Ice Mold/Wine Bottle Chiller,4.6,75,39.95,https://www.crateandbarrel.com/ice-mold-wine-bottle-chiller/s556434
94260,Arlo White and Gold Crib,,,139.00-699.00,https://www.crateandbarrel.com/arlo-white-and-gold-crib/f94260
237165,Wells Chair with Natural Leg Finish,,,999.00,https://www.crateandbarrel.com/wells-chair-with-natural-leg-finish/s237165
382404,Grey Stripe Paper Runner,,,24.95,https://www.crateandbarrel.com/grey-stripe-paper-runner/s382404
464104,Maison Round Platter,4.6,8,29.95,https://www.crateandbarrel.com/maison-round-platter/s464104
364097,MiiR 32-Oz. Thousand Hills Wide-Mouth Water Bottle,4.9,342,39.95,https://www.crateandbarrel.com/miir-32-oz.-thousand-hills-wide-mouth-water-bottle/s364097
365535,WeatherMAX Outdoor Dining Chair Cover by KoverRoos,,,119.00,https://www.crateandbarrel.com/weathermax-outdoor-dining-chair-cover-by-koverroos/s365535
1002338,Brera Bruno Black Bar Stools,,,379.00-399.00,https://www.crateandbarrel.com/brera-bruno-black-bar-stools/f1002338
356618,Reine Champagne Napkin Ring by Leanne Ford,,,9.95,https://www.crateandbarrel.com/reine-champagne-napkin-ring-by-leanne-ford/s356618
342581,Marin Red Linen Napkin,4.8,265,9.95,https://www.crateandbarrel.com/marin-red-linen-napkin/s342581
546316,Dune Rectangular Outdoor Dining Table with Pebbled Glass,4.1,103,1049.99,https://www.crateandbarrel.com/dune-rectangular-outdoor-dining-table-with-pebbled-glass/s546316
1000070,Canyon Arched Black Canopy Bed with Upholstered Headboard by Leanne Ford,,,999.00-1199.00,https://www.crateandbarrel.com/canyon-arched-black-canopy-bed-with-upholstered-headboard-by-leanne-ford/f1000070
650928,Le Creuset ® Signature 3.5-Qt. Cream Sauteuse Oven,4.9,38,179.95,https://www.crateandbarrel.com/le-creuset-signature-3.5-qt.-cream-sauteuse-oven/s650928
363365,KitchenAid ® Matte Grey Variable Speed Corded Hand Blender,4.5,22,39.99,https://www.crateandbarrel.com/kitchenaid-matte-grey-variable-speed-corded-hand-blender/s363365
145487,Scallop Grey Bone Inlay Nightstand,4.9,45,499.00,https://www.crateandbarrel.com/scallop-grey-bone-inlay-nightstand/s145487
47403,Tour Glasses,4.8,345,11.95,https://www.crateandbarrel.com/tour-glasses/f47403
645544,Fiber Leaf Placemat,4.8,80,16.95,https://www.crateandbarrel.com/fiber-leaf-placemat/s645544
515625,Carson Charger,4.8,12,19.95,https://www.crateandbarrel.com/carson-charger/s515625
357802,Alpine Village Gingerbread House Kit,,,19.95,https://www.crateandbarrel.com/alpine-village-gingerbread-house-kit/s357802
24495,"Bistro 6""-11.75"" Bowls",4.8,101,4.95-28.95,https://www.crateandbarrel.com/bistro-6-11.75-bowls/f24495
317221,Nespresso ® by Breville ® Vertuo - Chrome Coffee-Espresso Maker,4.8,576,167.95,https://www.crateandbarrel.com/nespresso-by-breville-vertuo--chrome-coffee-espresso-maker/s317221
100963,Faro Grey Office Chair,4.5,4,499.00,https://www.crateandbarrel.com/faro-grey-office-chair/s100963
689308,Shaillee Matte White Measuring Spoons,5,4,9.99,https://www.crateandbarrel.com/shaillee-matte-white-measuring-spoons/s689308
150352,Mohave Lines 19x19 Indoor/Outdoor Pillow,4.8,81,49.95,https://www.crateandbarrel.com/mohave-lines-19x19-indoor-outdoor-pillow/s150352
563518,Anaise Cane 3-Drawer Chest,4.7,15,1299.00,https://www.crateandbarrel.com/anaise-cane-3-drawer-chest/s563518
549305,Navy Blue Campaign Kids Desk,4.8,12,399.00,https://www.crateandbarrel.com/navy-blue-campaign-kids-desk/s549305
565626,Grant Corner Desk,4,8,1199.00,https://www.crateandbarrel.com/grant-corner-desk/s565626
469304,Marin White Melamine Oval Platter,4.9,245,24.95,https://www.crateandbarrel.com/marin-white-melamine-oval-platter/s469304
310259,"Marin Golden Olive Linen Napkins, Set of 8",4.8,265,71.95,https://www.crateandbarrel.com/marin-golden-olive-linen-napkins-set-of-8/s310259
682990,Brushed Antique Bronze 8x10 Frame,4.8,48,49.95,https://www.crateandbarrel.com/brushed-antique-bronze-8x10-frame/s682990
264277,Caesna Satin Salad Fork,,,6.95,https://www.crateandbarrel.com/caesna-satin-salad-fork/s264277
334739,Green Forest Salad Plate,4.2,5,7.95,https://www.crateandbarrel.com/green-forest-salad-plate/s334739
353220,Apex II Walnut Sideboard,4.8,60,1699.00,https://www.crateandbarrel.com/apex-ii-walnut-sideboard/s353220
126268,Footed Cake Stand with Dome,4.8,412,59.95,https://www.crateandbarrel.com/footed-cake-stand-with-dome/s126268
348907,Silver Embroidered Snowflake Linen Napkin,5,1,6.95,https://www.crateandbarrel.com/silver-embroidered-snowflake-linen-napkin/s348907
90905,"Simmons ® 1/2 Box Spring, Set of 2",,,340.00,https://www.crateandbarrel.com/simmons-1-2-box-spring-set-of-2/f90905
1003277,"Kinney Teak Outdoor Dining Table, Bench, Chair and Armchair",,,599.00-1699.00,https://www.crateandbarrel.com/kinney-teak-outdoor-dining-table-bench-chair-and-armchair/f1003277
590314,Lounge Chaise,4.8,8,1449.00,https://www.crateandbarrel.com/lounge-chaise/s590314
138802,"Abaco 48"" Round Outdoor Dining Table",3.7,51,899.00,https://www.crateandbarrel.com/abaco-48-round-outdoor-dining-table/s138802
1006168,Holiday Monogram Jumbo Mugs,,,8.95,https://www.crateandbarrel.com/holiday-monogram-jumbo-mugs/f1006168
304864,Manchester Desk,4,1,1249.00,https://www.crateandbarrel.com/manchester-desk/s304864
113485,S'Well Calacatta Gold Wine Chiller,3,2,40.00,https://www.crateandbarrel.com/swell-calacatta-gold-wine-chiller/s113485
689510,Orland Black Baby Bassinet & Pad,5,2,399.00,https://www.crateandbarrel.com/orland-black-baby-bassinet-and-pad/s689510
537229,Gather Swivel Chair,4.6,23,999.00,https://www.crateandbarrel.com/gather-swivel-chair/s537229
383207,Gold Stripe Paper Runner,4,1,24.95,https://www.crateandbarrel.com/gold-stripe-paper-runner/s383207
632742,Range Dinner Plate by Leanne Ford,4.7,47,14.95,https://www.crateandbarrel.com/range-dinner-plate-by-leanne-ford/s632742
364016,MiiR 32-Oz. White Wide-Mouth Water Bottle,4.9,342,39.95,https://www.crateandbarrel.com/miir-32-oz.-white-wide-mouth-water-bottle/s364016
514842,WeatherMAX Outdoor Square Side Table Cover by KoverRoos,4.2,101,89.00,https://www.crateandbarrel.com/weathermax-outdoor-square-side-table-cover/s514842
86412,Folio Merlot Top-Grain Leather Backless Bar Stools,4.3,7,379.00-399.00,https://www.crateandbarrel.com/folio-merlot-top-grain-leather-backless-bar-stools/f86412
577426,Oven-to-Table Oval Serving Bowls with Oval Platter,5,12,49.95,https://www.crateandbarrel.com/oven-to-table-oval-serving-bowls-with-oval-platter/s577426
341915,Snowflake Place Card Holder,,,3.95,https://www.crateandbarrel.com/snowflake-place-card-holder/s341915
342591,Marin Green Linen Napkin,4.8,265,9.95,https://www.crateandbarrel.com/marin-green-linen-napkin/s342591
547754,Dune High Outdoor Dining Table with Taupe Painted Glass,4.1,103,749.99,https://www.crateandbarrel.com/dune-high-outdoor-dining-table-with-taupe-painted-glass/s547754
1003296,Jenny Lind Kids Maple Bed,5,1,899.00-1499.00,https://www.crateandbarrel.com/jenny-lind-kids-maple-bed/f1003296
153374,Le Creuset ® Signature 3.5-Qt. Deep Teal Sauteuse Oven,4.9,16,179.95,https://www.crateandbarrel.com/le-creuset-signature-3.5-qt.-deep-teal-sauteuse-oven/s153374
656263,KitchenAid ® Grey Cordless Hand Blender,4.7,101,69.99,https://www.crateandbarrel.com/kitchenaid-grey-cordless-hand-blender/s656263
683198,Playa Carved Nightstand,4.8,8,549.00,https://www.crateandbarrel.com/playa-carved-nightstand/s683198
270714,Lucia Tulip Double Old-Fashioned Glass,,,11.95,https://www.crateandbarrel.com/lucia-tulip-double-old-fashioned-glass/s270714
431262,Petal Fiber Flower-Shaped Placemat,4.6,33,12.95,https://www.crateandbarrel.com/petal-fiber-flower-shaped-placemat/s431262
444218,Copper Plated Charger Plate,4.9,33,14.95,https://www.crateandbarrel.com/copper-plated-charger-plate/s444218
346879,Triple Mint Truffles,5,3,15.99,https://www.crateandbarrel.com/triple-mint-truffles/s346879
341243,"Fair Isle Bowls, Set of 4",5,1,24.95,https://www.crateandbarrel.com/fair-isle-bowls-set-of-4/s341243
205392,De'Longhi ® Nespresso ® Lattissima Pro Espresso Maker,4.9,28,519.20,https://www.crateandbarrel.com/delonghi-nespresso-lattissima-pro-espresso-maker/s205392
287885,Lincoln Round Office Chair,4.1,24,599.00,https://www.crateandbarrel.com/lincoln-round-office-chair/s287885
235501,"Ena White Enamel Measuring Cups, Set of 4",5,2,14.99,https://www.crateandbarrel.com/ena-white-enamel-measuring-cups-set-of-4/s235501
155363,Mohave Indoor/Outdoor Pouf,4.7,79,229.00,https://www.crateandbarrel.com/mohave-indoor-outdoor-pouf/s155363
686313,Altamont Black 6-Drawer Dresser,4.8,6,1799.00,https://www.crateandbarrel.com/altamont-black-6-drawer-dresser/s686313
372842,Hampshire Kids White Desk,4.5,10,399.00,https://www.crateandbarrel.com/hampshire-kids-white-desk/s372842
329926,"Strut Teak Glass Top Table 70""",4.6,57,799.00,https://www.crateandbarrel.com/strut-teak-70-work-table/s329926
469791,Marin Blue Melamine Salad Plate,4.9,245,7.95,https://www.crateandbarrel.com/marin-blue-melamine-salad-plate/s469791
310283,"Marin Dark Teal Linen Napkins, Set of 8",4.8,265,71.95,https://www.crateandbarrel.com/marin-dark-teal-linen-napkins-set-of-8/s310283
143127,The Vault All-in-One Blue Desk Organizer,4.9,11,52.95,https://www.crateandbarrel.com/the-vault-all-in-one-blue-desk-organizer/s143127
264290,Caesna Satin Teaspoon,,,6.95,https://www.crateandbarrel.com/caesna-satin-teaspoon/s264290
241871,Wren Light Grey Salad Plate,5,2,5.95,https://www.crateandbarrel.com/wren-light-grey-salad-plate/s241871
226008,Emma Wood Oak Sideboard,,,2399.00,https://www.crateandbarrel.com/emma-wood-oak-sideboard/s226008
674014,Wood Marble Pedestal,4.0,40,59.95,https://www.crateandbarrel.com/wood-marble-pedestal/s674014
356547,"Fair Isle Mixing Bowls, Set of 3",,,39.95,https://www.crateandbarrel.com/fair-isle-mixing-bowls-set-of-3/s356547
90917,Simmons ® Box Spring,,,160.00-240.00,https://www.crateandbarrel.com/simmons-box-spring/f90917
143598,Corsica Outdoor Dining Chair,,,299.00,https://www.crateandbarrel.com/corsica-outdoor-dining-chair/s143598
228451,Axis Leather Chaise Lounge,4,2,2499.00,https://www.crateandbarrel.com/axis-leather-chaise-lounge/s228451
485106,Regatta Grey Wash Outdoor Dining Chair with Graphite Sunbrella ® Cushion,4.7,58,608.00,https://www.crateandbarrel.com/regatta-grey-wash-dining-chair-with-sunbrella-cushion/s485106
241905,Wren Light Grey Mug,4,1,5.95,https://www.crateandbarrel.com/wren-light-grey-mug/s241905
673115,"Humanscale ® Float ® Sit/Stand 48"" Ash Grey Desk",1,2,1599.20,https://www.crateandbarrel.com/humanscale-float-sit-stand-48-ash-grey-desk/s673115
52372,Camille Champagne Glasses,4.8,751,11.95-13.95,https://www.crateandbarrel.com/camille-champagne-glasses/f52372
1000077,Canyon Spindle Crib by Leanne Ford,5,2,149.00-1299.00,https://www.crateandbarrel.com/canyon-spindle-crib-by-leanne-ford/f1000077
634218,Soma 25-Oz. Glass Water Bottle,4.9,91,35.00,https://www.crateandbarrel.com/soma-25-oz.-glass-water-bottle/s634218
425784,Clancy Leather Chair,5.0,31,999.00,https://www.crateandbarrel.com/clancy-leather-chair/s425784
121921,Dover White Dinner Plate,4.8,12,12.95,https://www.crateandbarrel.com/dover-white-dinner-plate/s121921
383242,"Black Ribbon Paper Placemat, Set of 24",5,2,24.95,https://www.crateandbarrel.com/black-ribbon-paper-placemat-set-of-24/s383242
515023,WeatherMAX Large Outdoor Ottoman Cover by KoverRoos,4.2,101,89.00,https://www.crateandbarrel.com/weathermax-large-outdoor-ottoman-cover/s515023
86429,Folio Olive Top-Grain Leather Bar Stool,4.8,6,499.00-529.00,https://www.crateandbarrel.com/folio-olive-top-grain-leather-bar-stool/f86429
231542,Lira White Porcelain Gravy Boat,5,2,14.95,https://www.crateandbarrel.com/lira-white-porcelain-gravy-boat/s231542
341815,Snowflake Napkin Ring,,,4.95,https://www.crateandbarrel.com/snowflake-napkin-ring/s341815
242696,Mercer Meal Bowl,4.8,14,7.95,https://www.crateandbarrel.com/mercer-meal-bowl/s242696
348611,Marin Linen Napkin with Red Trim,,,9.95,https://www.crateandbarrel.com/marin-linen-napkin-with-red-trim/s348611
547852,Dune High Outdoor Dining Table with Pebbled Glass,4.1,103,799.99,https://www.crateandbarrel.com/dune-high-outdoor-dining-table-with-pebbled-glass/s547852
1002183,Hampshire Blush Bed,5,1,599.00-799.00,https://www.crateandbarrel.com/hampshire-blush-bed/f1002183
650976,Le Creuset ® Signature 3.5-Qt.Graphite Sauteuse Oven,5,33,179.95,https://www.crateandbarrel.com/le-creuset-signature-3.5-qt.graphite-sauteuse-oven/s650976
650228,KitchenAid ® White Cordless Hand Blender,4.7,97,69.99,https://www.crateandbarrel.com/kitchenaid-white-cordless-hand-blender/s650228
239083,Shinola Runwell Walnut Nightstand,,,849.00,https://www.crateandbarrel.com/shinola-runwell-walnut-nightstand/s239083
208731,Lucia Tulip Highball Glass,,,12.95,https://www.crateandbarrel.com/lucia-tulip-highball-glass/s208731
183986,Whitewash Water Hyacinth Round Placemat,4.7,100,10.95,https://www.crateandbarrel.com/whitewash-water-hyacinth-round-placemat/s183986
313155,Gold-Plated Charger,4.8,41,14.95,https://www.crateandbarrel.com/gold-plated-charger/s313155
322006,Snowman Marshmallows,5,2,9.95,https://www.crateandbarrel.com/snowman-marshmallows/s322006
231687,Cove Glazed Indigo Blue Bowl,4.4,7,9.95,https://www.crateandbarrel.com/cove-glazed-indigo-blue-bowl/s231687
287904,Graham Brown Desk Chair,4.4,51,399.00,https://www.crateandbarrel.com/graham-brown-leather-desk-chair/s287904
235661,Ena White Enamel Measuring Spoons,,,12.99,https://www.crateandbarrel.com/ena-white-enamel-measuring-spoons/s235661
563615,Rio 7-Drawer Dresser,4.6,16,1699.00,https://www.crateandbarrel.com/rio-7-drawer-dresser/s563615
227983,Grey Outdoor Pouf,4.2,18,249.00,https://www.crateandbarrel.com/grey-outdoor-pouf/s227983
553322,"Large Charcoal Adjustable Kids Desk/Table with 30"" Legs",5,1,239.00,https://www.crateandbarrel.com/large-charcoal-adjustable-kids-desk-table-with-30-legs/s553322
568946,Grill Essentials Kit,,,99.95,https://www.crateandbarrel.com/grill-essentials-kit/s568946
468988,Marin White Melamine Dinner Plate,4.9,245,9.95,https://www.crateandbarrel.com/marin-white-melamine-dinner-plate/s468988
310294,"Marin Raspberry Linen Napkins, Set of 8",4.8,265,71.95,https://www.crateandbarrel.com/marin-raspberry-linen-napkins-set-of-8/s310294
101215,Zuma Upholstered Outdoor Bench,5,26,699.00,https://www.crateandbarrel.com/zuma-upholstered-outdoor-bench/s101215
264263,Caesna Satin Dinner Spoon,,,7.95,https://www.crateandbarrel.com/caesna-satin-dinner-spoon/s264263
233039,Paige White Salad Plate,4.3,3,5.95,https://www.crateandbarrel.com/paige-white-salad-plate/s233039
485296,Morocco Graphite 3-Piece Outdoor Sectional with White Sunbrella ® Cushions,4.6,176,2097.00,https://www.crateandbarrel.com/morocco-graphite-3-piece-outdoor-sectional-with-white-sunbrella-cushions/s485296
484952,Walker Outdoor Metal Sofa with Sapphire Sunbrella ® Cushions,5,11,2299.00,https://www.crateandbarrel.com/walker-outdoor-metal-sofa-with-sapphire-sunbrella-cushions/s484952
320461,Carrington Wood Sideboard,,,2799.00,https://www.crateandbarrel.com/carrington-wood-sideboard/s320461
673788,Wood Marble Covered Server,4.3,26,59.95,https://www.crateandbarrel.com/wood-marble-covered-server/s673788
90912,Simmons ® Low-Profile Box Spring,,,160.00-340.00,https://www.crateandbarrel.com/simmons-low-profile-box-spring/f90912
1003271,Lanai Round Fliptop Dining Table and Verro Dining Chair,,,129.00-249.00,https://www.crateandbarrel.com/lanai-round-fliptop-dining-table-and-verro-dining-chair/f1003271
445461,Alfresco II Grey Rectangular Outdoor Dining Table,4.4,386,799.00,https://www.crateandbarrel.com/alfresco-ii-grey-rectangular-outdoor-dining-table/s445461
267435,Lounge Leather Chaise Lounge,,,2499.00,https://www.crateandbarrel.com/lounge-leather-chaise-lounge/s267435
341264,"Fair Isle Mugs, Set of 4",3.5,4,24.95,https://www.crateandbarrel.com/fair-isle-mugs-set-of-4/s341264
326873,Pilsen Brass Desk with Glass Top,4.8,24,399.00,https://www.crateandbarrel.com/pilsen-brass-desk-with-glass-top/s326873
114540,Rabbit ® Winged Corkscrew,4.3,129,14.95,https://www.crateandbarrel.com/rabbit-winged-corkscrew/s114540
1003299,Hampshire Blush Toddler Rail,,,139.00-599.00,https://www.crateandbarrel.com/hampshire-blush-toddler-rail/f1003299
100875,Zuma Upholstered Outdoor Dining Chair,5,26,499.00,https://www.crateandbarrel.com/zuma-upholstered-outdoor-dining-chair/s100875
466532,S'well Teakwood 17-Ounce Stainless Steel Water Bottle,5,2,35.00,https://www.crateandbarrel.com/swell-teakwood-17-ounce-stainless-steel-water-bottle/s466532
324192,Sebago Midcentury Rattan Chair with Fabric Cushion,4.4,12,899.00,https://www.crateandbarrel.com/sebago-chair-with-fabric-cushion/s324192
383214,Kraft Paper Runner - Wide,5,1,29.95,https://www.crateandbarrel.com/kraft-paper-runner--wide/s383214
365340,WeatherMAX Large Outdoor Lounge Chair Cover by KoverRoos,3.9,9,149.00,https://www.crateandbarrel.com/weathermax-large-outdoor-lounge-chair-cover-by-koverroos/s365340
95053,Taj Leather Strap Bar Stools,,,599.00-649.00,https://www.crateandbarrel.com/taj-leather-strap-bar-stools/f95053
577414,Lanai Square Fliptop Outdoor Dining Table,4.9,205,329.00,https://www.crateandbarrel.com/lanai-square-fliptop-outdoor-dining-table/s577414
447625,Cambridge 2-Tier Server with Plates,4.8,283,39.95,https://www.crateandbarrel.com/cambridge-2-tier-server-with-plates/s447625
639466,Polar Berry Napkin Ring,4.8,17,5.95,https://www.crateandbarrel.com/polar-berry-napkin-ring/s639466
49909,"Tondo 3.75""-14"" Bowls",4.5,35,6.95-59.95,https://www.crateandbarrel.com/tondo-3.75-14-bowls/f49909
108775,Wren Matte White Dinner Plate,3.7,33,6.95,https://www.crateandbarrel.com/wren-matte-white-dinner-plate/s108775
351319,"Le Creuset ® Signature Cerise 9.5"" Square Grill Pan",,,99.95,https://www.crateandbarrel.com/le-creuset-signature-cerise-9.5-square-grill-pan/s351319
225572,KitchenAid ® Black Cordless Hand Blender,4.7,93,69.99,https://www.crateandbarrel.com/kitchenaid-black-cordless-hand-blender/s225572
546944,"Dune Outdoor Nesting Tables with Pebbled Glass, Set of 2",3,10,368.97,https://www.crateandbarrel.com/dune-outdoor-nesting-tables-with-pebbled-glass-set-of-2/s546944
446387,Linea II Natural Nightstand,4.2,54,499.00,https://www.crateandbarrel.com/linea-ii-nightstand/s446387
88911,Rattan Kids Bed,5,2,899.00-1299.00,https://www.crateandbarrel.com/rattan-kids-bed/f88911
622367,Snowman Double Old-Fashioned Glass,4.9,37,9.95,https://www.crateandbarrel.com/snowman-double-old-fashioned-glass/s622367
230338,Caliente Round Jute Woven Placemat,4.5,2,16.95,https://www.crateandbarrel.com/caliente-round-jute-woven-placemat/s230338
313204,Black Nickel-Plated Charger,4.6,18,14.95,https://www.crateandbarrel.com/black-nickel-plated-charger/s313204
321920,Mini White Tree Marshmallows,5,4,9.95,https://www.crateandbarrel.com/mini-white-tree-marshmallows/s321920
237046,"Mercer 6.25"" Bowl",4.9,246,4.95,https://www.crateandbarrel.com/mercer-6.25-bowl/s237046
686736,Shaillee Matte Black Cruet,4.1,8,9.99,https://www.crateandbarrel.com/shaillee-matte-black-cruet/s686736
90071,Haworth® Very® Mesh Back Desk Chair,,,850.00,https://www.crateandbarrel.com/haworth-very-mesh-back-desk-chair/f90071
354756,Rica Grasscloth 6-Drawer Dresser by Leanne Ford,,,1999.00,https://www.crateandbarrel.com/rica-grasscloth-6-drawer-dresser-by-leanne-ford/s354756
148144,"Sunbrella ® Sapphire 20"" Sq. Outdoor Pillow",4.8,193,45.95,https://www.crateandbarrel.com/sunbrella-sapphire-20-sq.-outdoor-pillow/s148144
360054,Atticus Small Kids Black Desk with Power & Hutch,,,279.98,https://www.crateandbarrel.com/atticus-small-kids-black-desk-with-power-and-hutch/s360054
532648,Weber ® Genesis II E-335 LP Black Gas Grill,4.7,839,979.00,https://www.crateandbarrel.com/weber-genesis-ii-e-335-lp-black-gas-grill/s532648
469774,Marin Blue Melamine Dinner Plate,4.9,245,9.95,https://www.crateandbarrel.com/marin-blue-melamine-dinner-plate/s469774
310303,"Marin Moss Linen Napkins, Set of 8",4.8,265,71.95,https://www.crateandbarrel.com/marin-moss-linen-napkins-set-of-8/s310303
131044,Kinney Teak Outdoor Dining Bench with Cushion,4.4,21,899.00,https://www.crateandbarrel.com/kinney-teak-outdoor-dining-bench-with-cushion/s131044
264251,Caesna Satin Dinner Knife,,,7.95,https://www.crateandbarrel.com/caesna-satin-dinner-knife/s264251
175487,Cerca Striped 4-Piece Outdoor Sectional with Ottoman,5,3,3096.00,https://www.crateandbarrel.com/cerca-striped-4-piece-outdoor-sectional-with-ottoman/s175487
166594,Walker Metal Outdoor Loveseat with Sapphire Sunbrella ® Cushions,5.0,23,1599.00,https://www.crateandbarrel.com/walker-metal-outdoor-loveseat-with-sapphire-sunbrella-cushions/s166594
502530,Charlotte Cake Stand,5.0,72,49.95,https://www.crateandbarrel.com/charlotte-cake-stand/s502530
438913,Casement Blue Small Metal Sideboard,5,1,749.00,https://www.crateandbarrel.com/casement-blue-small-metal-sideboard/s438913
