sku,name,ratingValue,reviewCount,price,url
107337,Hollis Black Fireplace,,,1299.00,https://www.crateandbarrel.com/hollis-black-fireplace/s107337
640418,Viking Contemporary 7-Piece Cookware Set,5,6,299.99,https://www.crateandbarrel.com/viking-contemporary-7-piece-cookware-set/s640418
321784,"Faux White Ilex Berry Wreath 30""",4.9,119,99.95,https://www.crateandbarrel.com/white-ilex-berry-wreath/s321784
441298,Dark Chocolate and Sea Salt Peanut Butter Bites,4.8,69,16.95,https://www.crateandbarrel.com/dark-chocolate-and-sea-salt-peanut-butter-bites/s441298
465688,Vitamix ® Professional Series 750 Pearl Gray,4.9,12,549.95,https://www.crateandbarrel.com/vitamix-professional-series-750-pearl-gray/s465688
375232,Nordic Ware ® Harvest Bounty Loaf Pan,5,9,14.97,https://www.crateandbarrel.com/nordic-ware-harvest-bounty-loaf-pan/s375232
267619,Breville ® Barista Express ® Espresso Machine,4.6,781,599.95,https://www.crateandbarrel.com/breville-barista-espresso-machine/s267619
36112,Pebble Matelassé White Shower Curtain,4.4,30,99.95,https://www.crateandbarrel.com/pebble-matelasse-white-shower-curtain/f36112
518667,Nespresso ® by Breville ® Gloss Black Limited Edition Vertuo Next Aeroccino Bundle,,,175.95,https://www.crateandbarrel.com/nespresso-by-breville-gloss-black-limited-edition-vertuo-next-aeroccino-bundle/s518667
609174,KitchenAid® Artisan® Series 5-Quart Tilt-Head Steel Blue Stand Mixer,4.9,34504,349.99,https://www.crateandbarrel.com/kitchenaid-artisan-series-5-quart-tilt-head-steel-blue-stand-mixer/s609174
214047,"Down-Alternative Pillow Insert 12""x16""",4.6,38,8.00,https://www.crateandbarrel.com/down-alternative-pillow-insert-12x16/s214047
611338,Emerald Print,4.7,50,899.00,https://www.crateandbarrel.com/emerald-print/s611338
296161,Tate Stone Bookcase Bar,5,4,999.00,https://www.crateandbarrel.com/tate-stone-bookcase-bar/s296161
549478,White Campaign Kids Desk,3.8,6,399.00,https://www.crateandbarrel.com/white-campaign-kids-desk/s549478
147994,Azulejo Neutral Moroccan Style Rug Runner 2.5'x7',4.1,72,249.00,https://www.crateandbarrel.com/azulejo-neutral-moroccan-style-rug-runner-2.5x7/s147994
128846,Caplet Outdoor Pendant Light,4,1,114.97,https://www.crateandbarrel.com/caplet-outdoor-pendant-light/s128846
274858,Curran Quilted Oyster Dining Chair,4.7,87,379.00,https://www.crateandbarrel.com/curran-quilted-oyster-dining-chair/s274858
307751,Maxwell Sand Round Easy-Clean Placemat,,,9.95,https://www.crateandbarrel.com/maxwell-sand-round-easy-clean-placemat/s307751
311389,"Styles 70""x55"" Mineral Throw Blanket",4.5,122,79.95,https://www.crateandbarrel.com/styles-70x55-mineral-throw-blanket/s311389
88607,Icon Black Picture Frame,5,1,14.95-19.95,https://www.crateandbarrel.com/icon-black-picture-frame/f88607
231599,Lira Wheat Embossed Porcelain Serving Platter,5,2,13.97,https://www.crateandbarrel.com/lira-wheat-embossed-porcelain-serving-platter/s231599
401040,"Staub 10"" Dark Blue Daily Pan",,,199.99,https://www.crateandbarrel.com/staub-10-dark-blue-daily-pan/s401040
548145,Tempaper Rust Floral Fields Removable Wallpaper,,,40.00,https://www.crateandbarrel.com/tempaper-rust-floral-fields-removable-wallpaper/s548145
362861,Lounge 5-Piece Wedge Sectional,,,7845.00,https://www.crateandbarrel.com/lounge-5-piece-wedge-sectional/s362861
422708,Disc Metal Wall Art,4.8,53,149.99,https://www.crateandbarrel.com/disc-metal-wall-art/s422708
590705,Instant Pot ® 8-Quart Duo ™ Crisp + Air Fryer,4.7,134,119.95,https://www.crateandbarrel.com/instant-pot-8-quart-duo-crisp-air-fryer/s590705
104317,Edge Oak Standing Mirror,4.9,197,399.00,https://www.crateandbarrel.com/edge-oak-standing-mirror/s104317
46329,Peugeot ® Paris Salt and Pepper Mills,4,7,45.00,https://www.crateandbarrel.com/peugeot-paris-salt-and-pepper-mills/f46329
279833,ZWILLING ® J.A. Henckels Four Star 8-Piece Birch Knife Block Set,4.9,767,199.99,https://www.crateandbarrel.com/zwilling-j.a.-henckels-four-star-40th-anniversary-8-piece-knife-block-set/s279833
376072,"Carson 24"" Ash Wood Cheese Board",,,39.95,https://www.crateandbarrel.com/carson-24-ash-wood-cheese-board/s376072
31652,Oregon Wine Glasses,4.7,897,6.95,https://www.crateandbarrel.com/oregon-wine-glasses/f31652
572491,Edge Brass Pinched Rounded Corner Mirror,4.9,723,189.99,https://www.crateandbarrel.com/edge-brass-pinched-rounded-corner-mirror/s572491
112049,Le Creuset ® 1.25-Qt. Demi Ink Tea Kettle,4.5,46,56.25,https://www.crateandbarrel.com/le-creuset-1.25-qt.-demi-ink-tea-kettle/s112049
226356,Axis 2-Piece Sectional Sofa,4.7,1065,2998.00,https://www.crateandbarrel.com/axis-2-piece-sectional-sofa/s226356
529440,Cedar Bath Brush Massager,4.4,14,16.95,https://www.crateandbarrel.com/cedar-bath-brush-massager/s529440
426224,KitchenAid ® Automatic Milk Frother Attachment in Milkshake,4.6,89,49.99,https://www.crateandbarrel.com/kitchenaid-automatic-milk-frother-attachment-in-milkshake/s426224
100056,Steele ® 2-Bushel Canvas Square Bin,4.9,53,109.95,https://www.crateandbarrel.com/steele-2-bushel-canvas-square-bin/s100056
340283,Neighbor Haven 5-Piece Outdoor Sectional,,,3500.00,https://www.crateandbarrel.com/neighbor-haven-5-piece-outdoor-sectional/s340283
90757,Rylan White Reversible Bath Rug,4.5,293,24.95-59.95,https://www.crateandbarrel.com/rylan-white-reversible-bath-rug/f90757
336684,Clear Glass Carafe,4.7,97,24.95,https://www.crateandbarrel.com/clear-glass-carafe/s336684
91881,Della Marine Cotton Flat Weave Rug,4.6,332,17.97-25.97,https://www.crateandbarrel.com/della-marine-cotton-flat-weave-rug/f91881
459206,KitchenAid® Artisan® Series 5-Quart Tilt-Head Matte Milkshake Stand Mixer,4.9,39642,349.99,https://www.crateandbarrel.com/kitchenaid-artisan-series-5-quart-tilt-head-matte-milkshake-stand-mixer/s459206
172863,"Global ® Classic 3"" Paring Knife",4.5,14,35.99,https://www.crateandbarrel.com/global-classic-3-paring-knife/s172863
355487,"SCANPAN ® Professional Fry Pans, Set of 2",4.9,9,199.95,https://www.crateandbarrel.com/scanpan-professional-fry-pans-set-of-2/s355487
1002352,Solano Wood Bed,5,2,1499.00-1699.00,https://www.crateandbarrel.com/solano-wood-bed/f1002352
241262,"Margra 70""x55"" Dotted Woven Throw Blanket",4.2,13,59.95,https://www.crateandbarrel.com/margra-70x55-dotted-woven-throw-blanket/s241262
431165,10' Sunbrella ® Charcoal Round Cantilever Outdoor Patio Umbrella Canopy,4.3,12,151.97,https://www.crateandbarrel.com/10-sunbrella-charcoal-round-cantilever-outdoor-patio-umbrella-canopy/s431165
662451,Le Creuset ® Toughened Non-Stick Pro 10-Piece Set,5,21,479.99,https://www.crateandbarrel.com/le-creuset-toughened-non-stick-pro-10-piece-set/s662451
350434,Le Creuset ® Oyster Signature 8-Qt. Oval Dutch Oven,5,4,299.95,https://www.crateandbarrel.com/le-creuset-oyster-signature-8-qt.-oval-dutch-oven/s350434
442285,Faux ZZ Plant,4.7,29,199.00,https://www.crateandbarrel.com/faux-potted-zz-plant/s442285
207109,Viking Hard-Anodized Non-Stick 10-Piece Cookware Set,,,499.99,https://www.crateandbarrel.com/viking-hard-anodized-non-stick-10-piece-cookware-set/s207109
321797,Faux White Ilex Berry Garland 6',4.9,66,79.95,https://www.crateandbarrel.com/white-ilex-berry-garland/s321797
513285,Peppermint Bark,4.8,95,24.95,https://www.crateandbarrel.com/peppermint-bark/s513285
555335,Vitamix ® Prep Set,,,874.95,https://www.crateandbarrel.com/vitamix-prep-set/s555335
126186,C&B Essentials 2-Quart Saucepan by GreenPan ™,4.8,16,23.97,https://www.crateandbarrel.com/c-and-b-essentials-2-quart-saucepan-by-greenpan/s126186
260956,Breville ® Barista Pro™ Black Truffle Espresso Machine,4.5,60,699.95,https://www.crateandbarrel.com/breville-barista-pro-black-truffle-espresso-machine/s260956
583656,Organic Cotton Waffle White Shower Curtain,4.3,11,89.95,https://www.crateandbarrel.com/organic-cotton-waffle-white-shower-curtain/s583656
268099,Nespresso Lattissima One Silky White Espresso Machine by De'Longhi,4.9,57,319.20,https://www.crateandbarrel.com/nespresso-lattissima-one-silky-white-espresso-machine-by-delonghi/s268099
125838,Plateau Low Square Outdoor Fire Table and Square Propane Tank Cover Set,,,4098.00,https://www.crateandbarrel.com/plateau-low-square-outdoor-fire-table-and-square-propane-tank-cover-set/s125838
146844,Beckett Grey Wash 4-High Shelf,4.8,19,1299.00,https://www.crateandbarrel.com/beckett-grey-wash-4-high-shelf/s146844
388936,Staub ® 4-Quart Round Cherry Cocotte with Glass Lid,,,129.99,https://www.crateandbarrel.com/staub-4-quart-round-cherry-cocotte-with-glass-lid/s388936
88879,Kids Parke Navy Blue Desk and Hutch,5,2,299.00-599.00,https://www.crateandbarrel.com/kids-parke-navy-blue-desk-and-hutch/f88879
325628,Ceri Grey Indoor/Outdoor Rug 2.5'x9',4.8,109,149.00,https://www.crateandbarrel.com/ceri-grey-indoor-outdoor-rug-2.5x9/s325628
417269,Stamen Crystal Hand-Blown Glass Pendant Light,,,874.97,https://www.crateandbarrel.com/stamen-crystal-hand-blown-glass-pendant-light/s417269
635457,Folio Dark Grey Top-Grain Leather Dining Chair,4.5,64,399.00,https://www.crateandbarrel.com/folio-dark-grey-top-grain-leather-dining-chair/s635457
309953,Maxwell Blue Rectangle Easy-Clean Placemat,,,11.95,https://www.crateandbarrel.com/maxwell-blue-rectangle-easy-clean-placemat/s309953
563992,Ardine Grey Bed Throw,4.7,48,139.95,https://www.crateandbarrel.com/ardine-grey-bed-throw/s563992
88581,Icon White Picture Frames,5,1,14.95-19.95,https://www.crateandbarrel.com/icon-white-picture-frames/f88581
231582,Lira Wheat Embossed Porcelain Dinner Plate,,,7.47,https://www.crateandbarrel.com/lira-wheat-embossed-porcelain-dinner-plate/s231582
400979,"Staub 10"" Cherry Daily Pan",,,179.99,https://www.crateandbarrel.com/staub-10-cherry-daily-pan/s400979
93850,Warmth and Wood Gallery Set,,,229.00-799.00,https://www.crateandbarrel.com/warmth-and-wood-gallery-set/f93850
491614,Instant ™ Vortex ™ Plus 6-Qt. Stainless Steel Air Fryer,4.5,222,89.95,https://www.crateandbarrel.com/instant-vortex-plus-6-qt.-stainless-steel-air-fryer/s491614
230986,Lounge 3-Piece U-Shaped Sectional,,,5847.00,https://www.crateandbarrel.com/lounge-3-piece-u-shaped-sectional/s230986
557966,Colby Bronze Floor Mirror,4.8,75,349.00,https://www.crateandbarrel.com/colby-bronze-floor-mirror/s557966
237292,Mercer Platter,4.7,112,24.95,https://www.crateandbarrel.com/mercer-platter/s237292
240823,ZWILLING ® J.A. Henckels Gourmet 7-Piece Set,4.9,201,169.99,https://www.crateandbarrel.com/zwilling-j.a.-henckels-gourmet-7-piece-set/s240823
78331,Oven-to-Table Bowl with Trivet,5,4,12.95-34.95,https://www.crateandbarrel.com/oven-to-table-bowl-with-trivet/f78331
349355,"Holiday Words Wine Glasses, set of 4",5,1,29.95,https://www.crateandbarrel.com/holiday-words-wine-glasses-set-of-4/s349355
351028,Staub ® 4-Quart Round Graphite Cocotte with Glass Lid,,,129.99,https://www.crateandbarrel.com/staub-4-quart-round-graphite-cocotte-with-glass-lid/s351028
572360,Edge Black Pinched Rounded Corner Mirror,4.9,723,189.99,https://www.crateandbarrel.com/edge-gunmetal-pinched-rounded-corner-mirror/s572360
548183,Tempaper Honeycomb and Pink Sand Block Party Removable Wallpaper,,,40.00,https://www.crateandbarrel.com/tempaper-honeycomb-and-pink-sand-block-party-removable-wallpaper/s548183
304722,Lounge Deep Apartment Sofa,4.5,1476,1649.00,https://www.crateandbarrel.com/lounge-deep-apartment-sofa/s304722
167597,KitchenAid ® Matte Black Burr Coffee Grinder,4.7,95,159.99,https://www.crateandbarrel.com/kitchenaid-matte-black-burr-coffee-grinder/s167597
100013,Steele ® 4-Bushel Canvas Divided Sorter,4.9,131,149.95,https://www.crateandbarrel.com/steele-4-bushel-canvas-divided-sorter/s100013
340145,Neighbor Haven 4-Piece Outdoor Sectional,,,2900.00,https://www.crateandbarrel.com/neighbor-haven-4-piece-outdoor-sectional/s340145
91978,Loop Bath Rugs,4.5,121,34.95,https://www.crateandbarrel.com/loop-bath-rugs/f91978
102867,Black Wall-Mount Towel Rack,4.5,37,69.95,https://www.crateandbarrel.com/black-wall-mount-towel-rack/s102867
91884,Della Grey Cotton Flat Weave Rug,4.8,10,34.95-179.00,https://www.crateandbarrel.com/della-grey-cotton-flat-weave-rug/f91884
172855,"Global ® Classic 6"" Serrated Utility Knife",5.0,24,67.99,https://www.crateandbarrel.com/global-classic-6-serrated-utility-knife/s172855
355475,"SCANPAN ® Professional 12.5"" Fry Pan",,,159.95,https://www.crateandbarrel.com/scanpan-professional-12.5-fry-pan/s355475
270220,"Letti 70""x40"" Slate Fringe Throw",4.7,115,39.95,https://www.crateandbarrel.com/letti-fringe-throw/s270220
98328,Renard Bed,5,2,1699.00-1899.00,https://www.crateandbarrel.com/renard-bed/f98328
130344,9' Black Squiggle Round Outdoor Patio Umbrella Canopy,5,3,159.97,https://www.crateandbarrel.com/9-black-squiggle-round-outdoor-patio-umbrella-canopy/s130344
665456,Le Creuset ® Toughened Non-Stick Pro 6-Piece Set,5,2,319.99,https://www.crateandbarrel.com/le-creuset-toughened-non-stick-pro-6-piece-set/s665456
350688,Le Creuset ® Graphite Signature 8-Qt. Oval Dutch Oven,5,2,299.95,https://www.crateandbarrel.com/le-creuset-graphite-signature-8-qt.-oval-dutch-oven/s350688
114708,Gustave Ivory Garden Pot,4.9,11,24.99,https://www.crateandbarrel.com/gustave-ivory-garden-pot/s114708
392417,"Viking Cast Iron 20"" Reversible Grill/Griddle Pan Pre-Seasoned",5,9,99.99,https://www.crateandbarrel.com/viking-cast-iron-20-reversible-grill-griddle-pan-pre-seasoned/s392417
376219,"Wood Bead Garland 72""",4.8,25,19.95,https://www.crateandbarrel.com/wood-bead-garland-72/s376219
635004,"Hot Chocolate Spoons with Mini Marshmallows, Set of 3",4.6,17,9.95,https://www.crateandbarrel.com/hot-chocolate-spoons-with-mini-marshmallows-set-of-3/s635004
216077,Vitamix ® Ascent A3500 Copper Blender,4.8,2190,574.95,https://www.crateandbarrel.com/vitamix-ascent-a3500-copper-blender/s216077
222332,Instant Pot 6-Qt. Glass Lid,4.9,74,14.99,https://www.crateandbarrel.com/instant-pot-6-qt.-glass-lid/s222332
260912,Breville ® Barista Pro ™ Brushed Stainless Steel Espresso Machine,4.6,144,699.95,https://www.crateandbarrel.com/breville-barista-pro-brushed-stainless-steel-espresso-machine/s260912
433777,Kasura Stripe Watercolor Shower Curtain,4.8,104,59.95,https://www.crateandbarrel.com/kasura-stripe-watercolor-shower-curtain/s433777
260893,Breville ® Black Truffle Creatista ® Plus Nespresso Brewer,4.3,53,519.95,https://www.crateandbarrel.com/breville-black-truffle-creatista-plus-nespresso-brewer/s260893
99049,Retreat Fire Bowls,,,3299.00-4098.00,https://www.crateandbarrel.com/retreat-fire-bowls/f99049
564800,Cafe ™ Stainless Steel 10-Cup Drip Coffee Maker with Thermal Carafe,4.4,319,279.00,https://www.crateandbarrel.com/cafe-stainless-steel-10-cup-drip-coffee-maker-with-thermal-carafe/s564800
507722,Beckett 6-High Shelf Sable,4.9,117,1499.00,https://www.crateandbarrel.com/beckett-6-high-shelf/s507722
350891,Staub ® 4-Quart Round White Cocotte with Glass Lid,,,129.99,https://www.crateandbarrel.com/staub-4-quart-round-white-cocotte-with-glass-lid/s350891
187782,Class Act Mint & Silver Kids Desk Chair,5,3,199.00,https://www.crateandbarrel.com/class-act-mint-and-silver-kids-desk-chair/s187782
326225,Inavi Blue Indoor/Outdoor Rug 2.5'x9',4.9,30,149.00,https://www.crateandbarrel.com/inavi-blue-indoor-outdoor-rug-2.5x9/s326225
123690,Roja Terracotta Small Flush Mount Light,2.3,7,74.97,https://www.crateandbarrel.com/roja-terracotta-small-flushmount-light/s123690
274465,Camille Navy Velvet Dining Chair,3.8,27,399.00,https://www.crateandbarrel.com/camille-navy-velvet-dining-chair/s274465
307884,Maxwell Cognac Rectangle Easy-Clean Placemat,,,11.95,https://www.crateandbarrel.com/maxwell-cognac-rectangle-easy-clean-placemat/s307884
61289,Siesta Grey Blanket,4.7,137,129.95-149.95,https://www.crateandbarrel.com/siesta-grey-blanket/f61289
88582,Icon White Wall Frames,4.8,4,34.95-49.95,https://www.crateandbarrel.com/icon-white-wall-frames/f88582
223534,Wheat Textured Serving Platter,5,16,24.97,https://www.crateandbarrel.com/wheat-textured-serving-platter/s223534
401035,"Staub 10"" Graphite Daily Pan",,,199.99,https://www.crateandbarrel.com/staub-10-graphite-daily-pan/s401035
215141,Marcel Teak Wall Art,4.9,36,299.00,https://www.crateandbarrel.com/marcel-teak-wall-art/s215141
625517,Strom 5-Piece Sectional,4.7,3,6095.00,https://www.crateandbarrel.com/strom-5-piece-sectional/s625517
232821,Shinola Runwell Brown Leather Mirror,,,999.00,https://www.crateandbarrel.com/shinola-runwell-brown-leather-mirror/s232821
516294,Schmidt Brothers Stainless Steel 10-Piece Knife Block Set,4.9,34,199.99,https://www.crateandbarrel.com/schmidt-brothers-stainless-steel-10-piece-knife-block-set/s516294
182330,Zwilling J.A. Henckels Pro 7-Piece Acacia Knife Block Set,4.9,97,299.99,https://www.crateandbarrel.com/zwilling-j.a.-henckels-pro-7-piece-acacia-knife-block-set/s182330
67261,Swoop Bowls,4.9,14,4.95-19.95,https://www.crateandbarrel.com/swoop-bowls/f67261
349336,Snowflake Stemless Wine Glass,4.8,4,5.95,https://www.crateandbarrel.com/snowflake-stemless-wine-glass/s349336
491655,Instant ™ Vortex ™ Pro 10-Qt. Stainless Steel Air Fryer Oven,4.2,208,109.95,https://www.crateandbarrel.com/instant-vortex-pro-10-qt.-stainless-steel-air-fryer-oven/s491655
111523,Watercolor Grid Print,5,1,389.99,https://www.crateandbarrel.com/watercolor-grid-print/s111523
548174,Tempaper Sage Fern Removable Wallpaper,5,1,40.00,https://www.crateandbarrel.com/tempaper-sage-fern-removable-wallpaper/s548174
387697,KitchenAid ® Matte Black Semi-Automatic Espresso Machine,4.8,100,299.99,https://www.crateandbarrel.com/kitchenaid-matte-black-semi-automatic-espresso-machine/s387697
538148,"Gather Deep Sofa 98""",4.7,247,2049.00,https://www.crateandbarrel.com/gather-deep-sofa-98/s538148
200577,Steele ® 3-Bushel Canvas Rolling Laundry Basket,4.8,25,129.95,https://www.crateandbarrel.com/steele-3-bushel-canvas-rolling-laundry-basket/s200577
340253,Neighbor Haven 5-Piece Outdoor Sectional,,,3500.00,https://www.crateandbarrel.com/neighbor-haven-5-piece-outdoor-sectional/s340253
146665,Aqueduct Gunmetal Standing Towel Rack,4.2,12,229.95,https://www.crateandbarrel.com/aqueduct-gunmetal-standing-towel-rack/s146665
279209,Della Grey Cotton Flat Weave Rug 5'x8',4.6,322,179.00,https://www.crateandbarrel.com/della-grey-cotton-flat-weave-rug-5x8/s279209
172782,"Global ® 5"" Classic Utility Knife",5,5,63.99,https://www.crateandbarrel.com/global-5-classic-utility-knife/s172782
355468,"SCANPAN ® Professional 10.25"" Fry Pan",,,129.95,https://www.crateandbarrel.com/scanpan-professional-10.25-fry-pan/s355468
1005261,"Taza 23"" Ikat Pillows",,,19.99-47.95,https://www.crateandbarrel.com/taza-23-ikat-pillows/f1005261
84102,Keane Driftwood Wood Bed,5,3,1399.00-1599.00,https://www.crateandbarrel.com/keane-driftwood-wood-bed/f84102
176258,9' Black Squiggle Round Outdoor Patio Umbrella Canopy with Tilt Silver Frame,,,349.97,https://www.crateandbarrel.com/9-black-squiggle-round-outdoor-patio-umbrella-canopy-with-tilt-silver-frame/s176258
662315,Le Creuset ® Toughened Non-Stick Pro 6.3-Qt. Stockpot with Glass Lid,5,2,147.99,https://www.crateandbarrel.com/le-creuset-toughened-non-stick-pro-6.3-qt.-stockpot-with-glass-lid/s662315
350380,Le Creuset ® Marseille Signature 8-Qt. Oval Dutch Oven,5,1,299.95,https://www.crateandbarrel.com/le-creuset-marseille-signature-8-qt.-oval-dutch-oven/s350380
108924,Elvy Small Ceramic Indoor/Outdoor Hanging Planter,4.5,27,19.99,https://www.crateandbarrel.com/elvy-small-ceramic-indoor-outdoor-hanging-planter/s108924
154112,"Viking Hard-Anodized Non-Stick 16"" Roaster with Rack and Carving Set",4.7,3,139.99,https://www.crateandbarrel.com/viking-hard-anodized-non-stick-16-roaster-with-rack-and-carving-set/s154112
252072,"Red Jingle Bells Garland 72""",4.7,146,19.95,https://www.crateandbarrel.com/red-jingle-bells-garland-72/s252072
656032,Hipster Cookie Mix,4.7,25,9.99,https://www.crateandbarrel.com/hipster-cookie-mix/s656032
631297,Vitamix ® Ascent A2500 White Blender,4.7,564,449.95,https://www.crateandbarrel.com/vitamix-ascent-a2500-white-blender/s631297
409042,"11""x17"" Non-Stick Baking Sheet",3.7,24,7.99,https://www.crateandbarrel.com/11x17-non-stick-baking-sheet/s409042
560447,Hemp Green Shower Curtain,4.7,3,69.99,https://www.crateandbarrel.com/hemp-green-shower-curtain/s560447
217435,Nespresso ® by Breville ® Dark Chrome Vertuo Next Coffee & Espresso Machine,3.8,361,159.95,https://www.crateandbarrel.com/nespresso-by-breville-dark-chrome-vertuo-next-coffee-and-espresso-machine/s217435
125734,Plateau Rectangle Outdoor Fire Table,5,1,3899.00,https://www.crateandbarrel.com/plateau-rectangle-outdoor-fire-table/s125734
564755,Cafe ™ Matte Black 10-Cup Drip Coffee Maker with Thermal Carafe,4.4,319,279.00,https://www.crateandbarrel.com/cafe-matte-black-10-cup-drip-coffee-maker-with-thermal-carafe/s564755
579496,Bowen Queen Tufted Sleeper Sofa,4.5,26,3699.00,https://www.crateandbarrel.com/bowen-queen-tufted-sleeper-sofa/s579496
334536,"Flex Modular Triple 24"" 5-Shelf Bookcase",5,1,1551.00,https://www.crateandbarrel.com/flex-modular-triple-24-5-shelf-bookcase/s334536
351057,Staub ® 4-Quart Round Grenadine Cocotte with Glass Lid,,,179.99,https://www.crateandbarrel.com/staub-4-quart-round-grenadine-cocotte-with-glass-lid/s351057
187761,Class Act White & Silver Kids Desk Chair,,,199.00,https://www.crateandbarrel.com/class-act-white-and-silver-kids-desk-chair/s187761
453882,Sisal Linen 2.5'x8' Rug Runner,4.4,549,129.00,https://www.crateandbarrel.com/sisal-linen-2.5x8-rug-runner/s453882
130399,Emile Nickel Bath Sconce,4.5,2,49.97,https://www.crateandbarrel.com/emile-nickel-bath-sconce/s130399
506251,Channel Leather Dining Chair,4.9,29,499.00,https://www.crateandbarrel.com/channel-leather-dining-chair/s506251
307741,Maxwell Cognac Round Easy-Clean Placemat,,,9.95,https://www.crateandbarrel.com/maxwell-cognac-round-easy-clean-placemat/s307741
1004275,Brista Striped Waffle Organic Cotton Blanket,4,1,99.95-129.95,https://www.crateandbarrel.com/brista-striped-waffle-organic-cotton-blanket/f1004275
179894,"Icon White Frame Gallery, Set of 5",,,136.75,https://www.crateandbarrel.com/icon-white-frame-gallery-set-of-5/s179894
445512,Savannah Mug,5,2,6.99,https://www.crateandbarrel.com/savannah-mug/s445512
400944,"Staub 10"" Matte Black Daily Pan",,,179.99,https://www.crateandbarrel.com/staub-10-matte-black-daily-pan/s400944
311045,"Knox Black 90"" Industrial Media Console",4.5,40,1799.00,https://www.crateandbarrel.com/knox-black-90-industrial-media-console/s311045
42366,Teakroot Discs Wood Wall Art,4.6,30,129.00-239.00,https://www.crateandbarrel.com/teakroot-discs-wood-wall-art/f42366
579451,Bedford Daybed with Trundle,4.1,10,2499.00,https://www.crateandbarrel.com/bedford-daybed-with-trundle/s579451
290067,Wells 4-Piece U-Shaped Sectional with Natural Leg Finish,,,5296.00,https://www.crateandbarrel.com/wells-4-piece-u-shaped-sectional-with-natural-leg-finish/s290067
143356,Orezi Geometric Floor Mirror,4,2,499.00,https://www.crateandbarrel.com/orezi-geometric-floor-mirror/s143356
341692,"Crate & Barrel Slate Blue Baking Sheets, Set of 2",5,4,29.95,https://www.crateandbarrel.com/crate-and-barrel-slate-blue-baking-sheets-set-of-2/s341692
212437,"ZWILLING ® J.A. Henckels Pro Steak Knifes, Set of 4",5.0,103,249.99,https://www.crateandbarrel.com/zwilling-j.a.-henckels-pro-steak-knifes-set-of-4/s212437
356602,Uplifter Metallic Pitcher with Handle by Leanne Ford,5,3,59.95,https://www.crateandbarrel.com/uplifter-metallic-pitcher-with-handle-by-leanne-ford/s356602
1006220,Oregon Red Glasses,,,8.95,https://www.crateandbarrel.com/oregon-red-glasses/f1006220
246536,Breville ® Bambino ® Plus Black Truffle Espresso Machine,4.1,40,399.95,https://www.crateandbarrel.com/breville-bambino-plus-black-truffle-espresso-machine/s246536
294844,Square Decorative Wheat Bundle,,,34.97,https://www.crateandbarrel.com/square-decorative-wheat-bundle/s294844
548223,Tempaper Sea Glass Reed Removable Wallpaper,,,40.00,https://www.crateandbarrel.com/tempaper-sea-glass-reed-removable-wallpaper/s548223
157796,Knurl Nesting Coffee Tables Set of Two,4.5,76,999.00,https://www.crateandbarrel.com/knurl-nesting-coffee-tables-set-of-two/s157796
319386,Brabantia Linn Large White Clothes Rack,5,3,169.95,https://www.crateandbarrel.com/brabantia-linn-large-white-clothes-rack/s319386
679265,Lounge Deep 3-Piece Sectional,5,2,3697.00,https://www.crateandbarrel.com/lounge-deep-3-piece-sectional/s679265
339130,Neighbor Haven Outdoor Loveseat,,,1500.00,https://www.crateandbarrel.com/neighbor-haven-outdoor-loveseat/s339130
607802,Jackson Black Towel Ladder,4.5,25,199.95,https://www.crateandbarrel.com/jackson-black-towel-ladder/s607802
243161,Castillo Rectangle Rug,5,1,390.00,https://www.crateandbarrel.com/castillo-rectangle-rug/s243161
263003,"Global ® 7.5"" SAI Santoku Knife",5,3,159.99,https://www.crateandbarrel.com/global-7.5-sai-santoku-knife/s263003
680631,Notch Sofa,4.9,10,1799.00,https://www.crateandbarrel.com/notch-sofa/s680631
353374,"SCANPAN ® Classic 10.25"" Fry Pan",,,99.95,https://www.crateandbarrel.com/scanpan-classic-10.25-fry-pan/s353374
39656,Wallace White Curtains,4.3,52,69.95-99.95,https://www.crateandbarrel.com/wallace-white-curtains/f39656
84099,Keane Driftwood Wood Canopy Bed,4.7,7,1599.00-1799.00,https://www.crateandbarrel.com/keane-driftwood-wood-canopy-bed/f84099
176216,9' Black Squiggle Round Outdoor Patio Umbrella Canopy with Tilt Faux Wood Frame,,,239.94,https://www.crateandbarrel.com/9-black-squiggle-round-outdoor-patio-umbrella-canopy-with-tilt-faux-wood-frame/s176216
662353,Le Creuset ® Toughened Non-Stick Pro 3-Qt. Quart Saucepan with Lid,5,3,119.99,https://www.crateandbarrel.com/le-creuset-toughened-non-stick-pro-3-qt.-quart-saucepan-with-lid/s662353
350772,Le Creuset ® Deep Teal Signature 8-Qt. Oval Dutch Oven,5,3,299.95,https://www.crateandbarrel.com/le-creuset-deep-teal-signature-8-qt.-oval-dutch-oven/s350772
109949,Eero Medium Black Indoor/Outdoor Planter with Wood Stand,4.5,15,49.99,https://www.crateandbarrel.com/eero-medium-black-indoor-outdoor-planter-with-wood-stand/s109949
426247,KitchenAid ® Matte Black Automatic Milk Frother Attachment,4.6,89,49.99,https://www.crateandbarrel.com/kitchenaid-matte-black-automatic-milk-frother-attachment/s426247
486544,Faux Red Berry Garland 6',4.5,21,79.95,https://www.crateandbarrel.com/faux-red-berry-garland-6/s486544
373456,Dark Chocolate Mint Melts,4.8,56,15.99,https://www.crateandbarrel.com/dark-chocolate-mint-melts/s373456
